foggy (adj) 
folder (n) 
follow (v)
follow (social media) (v)
food (n)
foot (n)
football (n) 
footballer (n)
for (prep) 
foreign (adj) 
forest (n) 
forget (v) 
fork (n)
form (n)
free (adj & adv)
French fries (n) (Am Eng) (Br Eng: chips) 
fresh (adj)
fried (adj)
friend (n)
friendly (adj)
frightened (adj) 
from (prep) 
front (n)
fruit (n)
full (adj)
fun (adj & n) 
funny (adj) 
fur (n) 
furniture (n) 
further (adj) 
future (n)
gallery (n) 
game (n) 
garage (n) 
garden (n) 
garlic (n)
gas (n) (Am Eng) (Br Eng: petrol)
gas station (n) (Am Eng) (Br Eng: petrol station) 
gate (n)
geography (n)
get (v)
get back (v)
get dressed (v)
get fit (v)
get married (v)
get off (phr v)
gift (n)
girl (n)
girlfriend (n)
give (v)
give back (v)
give somebody a call/ring (v)
glad (adj) 
glass (n & adj) 
glasses (n pl) 
glove (n)
go (v)
goal (n)
gold (n & adj) 
golden (adj) 
golf (n)
good (adj)
good afternoon (exclam)
goodbye (exclam) 
good evening (exclam) 
good-looking (adj) 
good morning (exclam) 
good night (exclam)
go out (phr v)
grade (n)
gram(me) (n) 
grandchild (n) 
grand(d)ad (n) 
granddaughter (n) 
grandfather (n) 
grandma (n) 
grandmother (n) 
grandpa (n) 
grandparent (n) 
grandson (n) 
granny (n)
grape (n) 
grass (n) 
great (adj) 
green (adj)
grey (adj & n) (Br Eng) (Am Eng: gray) 
grilled (adj)
grocery store (n) (Am Eng)
group (n)
grow (v)
grow up (phr v) 
guess (v)
Guess what? (v) 
guest (n)
guest-house (n) 
guide (n) 
guidebook (n) 
guitar (n)
guy (n)
gym (n)
hair (n)
half (det, n & pron)
half-price (adj)
hall (n)
hand (n) 
handbag (n) 
happen (v) 
happy (adj) 
harbour (n)
hard (adj & adv)
hat (n)
hate (v)
have (av & v) 
have got to (mv) 
have to (mv)
he (pron)
head (n)
headache (n) 
headphones (n) 
headteacher (n) 
health (n)
healthy (adj) 
hear (v) 
heart (n) 
heating (n)
heavy (adj)
hello (exclam)
help (v & n)
helpful (adj)
her (det & pron)
here (adv) 
hers (pron) 
herself (pron)
hey (exclam)
hi (exclam) 
high (adj) 
hill (n)
him (pron)
himself (pron)
hip hop (n)
his (det & pron)
history (n) 
hit (v) 
hobby (n) 
hockey (n)
hold (v)
holiday (n) 
home (n & adv) 
homework (n) 
honey (n)
hope (v) 
horrible (adj) 
horror (adj) 
horse (n) 
hospital (n) 
hot (adj) 
hotel (n) 
hour (n) 
house (n)
housewife (n) 
how (adv) 
however (adv) 
huge (adj) 
hungry (adj) 
hurry (v)
hurt (v)
husband (n)
I  (pron)
ice (n)
ice cream (n) 
ice skating (n) 
ID (n)
ID card (n)
idea (n) 
identification (n) 
if (conj)
ill (adj) 
immediately (adv) 
important (adj) 
impossible (adj) 
improve (v)
in (adv & prep) 
include (v) 
including (prep) 
indoor (adj) 
indoors (adv) 
information (n)
in front of (prep phr)
ingredient (n)
insect (n)
inside (adv & prep) 
instead (adv) 
instead of (prep) 
instructions (n pl) 
instrument (n) 
interested (adj) 
interesting (adj) 
international (adj)
internet (n) 
into (prep) 
invent (v) 
invention (n) 
invitation (n) 
invite (v) 
island (n)
it (pron)
IT (n)
its (det)
itself (pron)
jacket(n) 
jam (n)
jazz (n)
jeans (n pl)
jewellery (n) (Br Eng) (Am Eng: jewelry) 
job (n)
join (v) 
journalist (n) 
journey (n) 
juice (n) 
jump (v) 
jumper (n) 
just (adv)
keep (v)
key (n)
book.
keyboard (n)
kick (n & v)
kid(s) (n)
kilogramme (kg) (n) (Br Eng) (Am Eng:
kilogram)
kilometre (km) (n) (Br Eng) (Am Eng: kilometer) 
kind (adj & n)
king (n)
kiss (n & v) 
kit (n) 
kitchen (n)
kite (n) 
knife (n) 
know (v
lake (n)
lamp (n) 
language (n)
laptop (computer) (n)
large (adj)
last (adj & det)
late (adv & adj)
later (adv)
latest (adj)
laugh (v) 
lazy (adj) 
learn (v) 
least (adv)
leather (n & adj) 
leave (v)
left (adj, adv & n)
left-hand (adj)
leg (n)
lemon (n) 
lemonade (n) 
lend (v) 
length (n)
minutes.
less (adj, det & pron)
lesson (n)
let (v)
letter (n)
level (n)
licence (n)
lie down (phr v)
life (n)
lift (n)
light (n & adj)
like (adv, prep & v)
line (n)
link (technology) (n)
list (n)
listen (v)
litre (n) (Br Eng) (Am Eng: liter) 
little (adj)
live (v)
living room (n) 
local (adj) 
long (adj)
look (v)
look after (phr v)
look at (phr v) 
look for (phr v) 
look out (phr v)
lorry (n)
lose (v)
lost (adj)
lots / a lot (n)
loud (adj)
love (n & v) 
lovely (adj) 
low (adj)
luck (n) 
luckily (adv) 
lucky (adj) 
luggage (n) 
lunch (n) 
lunchtime (n)
machine (n) 
mad (adj) 
magazine (n) 
mail (n)
main course (n)
make (v)
make sure (that) (v)
make-up (n) 
man (n) 
manager (n) 
mango (n)
many (det & pron)
map (n) 
mark (n) 
market (n) 
married (adj) 
match (n)
maths/mathematics (n) (Br Eng) (Am Eng:
math)
matter (n & v)
may (mv) 
maybe (adv) 
me (pron) 
meal (n) 
mean (v) 
meat (n) 
mechanic (n) 
medicine (n) 
meet (v) 
meeting (n) 
melon (n) 
member (n)
memory (n)
menu (n)
message (n)
metal (n & adj)
metre (n) (Br Eng) (Am Eng: meter) 
midday (n)
middle (n)
midnight (n)
might (mv) 
mile (n) 
milk (n) 
million (n) 
mind (v)
mine (pron)
mineral water (n) 
minus (prep) 
minute (n)
mirror (n) 
Miss (n) 
miss (v)
missing (adj) 
mistake (n) 
mix (v)
mobile (phone) (n)
model (n)
modern (adj)
mom (n) (Am Eng)
moment (n)
money (n)
monkey (n)
month (n)
monthly (adj & adv)
moon (n)
more (adj, adv, det & pron) 
morning (n)
most (adj, adv, det & pron) 
mother (n)
motorbike (n) 
motorway (n) 
mountain (n) 
mouse (n)
mouth (n)
move (v)
movie (n) (Am Eng) (Br Eng: film)
movie star (n) (Am Eng) (Br Eng: film star) 
movie theater (n) (Am Eng) (Br Eng: cinema) 
MP3 player (n)
Mr (n)
Mrs (n)
Ms (n)
much (adj, adv, det & pron) 
mug (n)
mum (n) (Br Eng) 
museum (n) 
mushroom (n) 
music (n)
musical (adj) 
musician (n) 
must (mv)
my (det) 
myself (pron)
name (n) 
national (adj) 
nationality (n) 
nature (n)
natural (not artificial) (adj)
near (adv & prep)
nearly (adv)
neck (n)
necklace (n) 
need (v) 
neighbour (n) 
nervous (adj) 
net (n)
never (adv)
new (adj) 
news (n) 
newspaper (n)
next (adj & adv) 
next to (prep) 
nice (adj)
night (n)
no (adv, det & pron) 
nobody (pron) 
noise (n)
noisy (adj)
noon (n)
no one (pron)
normal (adj)
north (n, adj & adv)
nose (n)
not (adv) 
note (n & v)
notebook (n)
nothing (pron)
notice (n) 
now (adv) 
number (n) 
nurse (n)
ocean (n) 
occupation (n) 
o'clock (adv) 
of (prep)
of course (not) (adv)
off (adv) 
offer (n & v) 
office (n) 
often (adv) 
oh (exclam)
oh dear! (exclam)
oil (n)
OK/okay (exclam) 
old (adj)
Olympic (adj)
omelette (n)
on (prep & adv) 
once (adv)
one (det & pron) 
onion (n)
online (adj & adv)
only (adv & adj)
open (adj & v) 
opera (n)
opinion (n) 
opposite (prep) 
or (conj)
orange (adj & n)
order (n & v)
other (det & pron)
our (det)
ours (pron) 
ourselves (pron) 
out (adv) 
outdoor (adj) 
outdoors (adv) 
out of (prep)
outside (prep & adv)
oven (n)
over (prep & adv)
own (adj)
pack (v)
page (n)
pain (n) 
paint (v & n) 
painter (n) 
painting (n) 
pale (adj) 
pair (n)
paper (n & adj) 
paragraph (n)
pardon (exclam)
parent (n)
park (n & v)
parking lot (n) (Am Eng) (Br Eng: car park) 
parrot (n)
part (n)
partner (n)
party (n)
pass (v)
passenger (n)
passport (n) 
password (n) 
past (prep & n)
pasta (n)
path (n)
pay (v)
PC (personal computer) (n)
pear (n) 
pen (n) 
pence (n) 
pencil (n)
pencil case (n) 
penfriend (n) 
penny (n) 
people (n pl) 
pepper (n)
per (prep)
perfect (adj)
perform (entertainment) (v) 
performance (entertainment) (n) 
perfume (n)
perhaps (adv) 
person (n)
pet (n)
petrol (n)
petrol station (n) 
pharmacy (n) 
phone (v & n) 
photo(graph) (n) 
photographer (n) 
photography (n) 
physics (n)
piano (n)
pick up (phr v) 
picnic (n) 
picture (n) 
piece (n)
pillow (n)
pilot (n) 
pink (adj) 
pity (n)
pizza (n)
place (n)
plan (n & v)
plane (n)
plant (n)
plastic (n & adj) 
plate (n) 
platform (n)
play (v & n)
player (n) 
playground (n) 
pleasant (adj) 
please (v & exclam)
pleased (adj)
plus (prep)
p.m. (adv) 
pocket (n) 
point (v) 
police (n) 
police car (n)
police officer (n) 
police station (n) 
polite (adj)
pool (n)
poor (adj)
poor thing/you (adj)
pop (n)
popular (adj)
port (n) 
possible (adj) 
possibly (adv) 
post (v & n)
postcard (n)
poster (n) 
post office (n) 
potato (n) 
pound (£) (n)
practice (n) (Br Eng) (Am Eng: practise)
practise (v)
well.
prefer / would prefer (v)
prepare (v)
present (n)
pretty (adj)
price (n) 
print (v) 
printer (n) 
prize (n)
probably (adv) 
problem (n) 
program (n)
programme (n)
project (n)
pull (v)
pupil (n) 
purple (adj) 
purse (n) 
push (v) 
put (v)
put on (phr v)
puzzle (n)
quarter (n)
queen (n)
question (n) 
quick (adj) 
quickly (adv) 
quiet (adj)
quite (adv)
quiz (n)
rabbit (n)
race (n & v)
racket (n)
radio (n)
railway (n) 
rain (n & v) 
raincoat (n) 
rap (n)
read (v)
reading (n)
ready (adj)
real (adj)
really (adv) 
reason (n) 
receipt (n) 
receive (v) 
receptionist (n) 
recipe (n) 
record (v)
red (adj)
refrigerator (n)
relax (become happy) (v)
relaxing (adj) 
remember (v) 
rent (v)
repair (v) 
repeat (v) 
rest (n & v)
restaurant (n)
return (n & v)
review (N/A) (n)
rice (n)
rich (adj) 
ride (n & v)
right (n, adj & adv)
right hand (adj)
ring (n & v)
river (n)
road (n)
roast (v & adj)
rock (n)
roof (n)
room (n)
round (adj) 
roundabout (n)
rubber (n)
rubbish (unc n)
rugby (n)
ruler (n)
run (v) 
runner (n) 
running (n)
sad (adj) 
safe (adj) 
sail (v) 
sailing (n) 
salad (n) 
sale (n)
salt (n)
same (adj & pron)
sandwich (n) 
sauce (n) 
sausage (n) 
save (v)
say (v)
scared (adj) 
scarf (n) 
scary (adj) 
school (n)
schoolchild (n) 
science (n) 
scientist (n) 
scissors (n pl) 
scooter (n) 
screen (n)
sea (n) 
season (n) 
seat (n)
second (adj, det & n)
secretary (n) 
see (v)
seem (v)
selfie (n)
sell (v)
send (v)
sentence (n)
serious (person) (adj)
serve (v)
set (n)
several (det & pron)
shall (mv)
shame (n)
shampoo (n & v) 
share (v)
share (digitally) (v)
she (pron)
sheep (n)
sheet (n)
shelf (n)
ship (n)
shirt (n) 
shoe (n) 
shop (n & v)
shop assistant (n)
shopping (n)
short (adj)
shorts (n pl) 
should (mv)
shout (v)
show (v & n)
shower (n) 
shut (v) 
shy (adj) 
sick (adj) 
side (n)
sightseeing (n)
sign (n)
silver (n & adj) 
similar (adj) 
simple (adj) 
since (prep) 
sing (v)
singer (n) 
singing (n) 
single (adj) 
sink (n) 
sister (n) 
sit (v)
sit down (phr v)
site (n)
sitting room (n) 
size (n)
skate (v) 
skateboard (n) 
skateboarding (n) 
skating (n)
ski (v) 
skiing (n) 
skirt (n)
sky (n) 
sleep (v) 
slice (n) 
slim (adj) 
slow (adj) 
slowly (adv) 
small (adj)
smart (stylish) (adj) 
smart (clever) (adj) 
smoke (v)
smoking (n) 
snack (n) 
snake (n) 
snow (n & v) 
snowboard (n)
snowboarding (n)
so (conj & adv)
soap (n) 
soccer (n)
social media (n)
sock (n) 
sofa (n)
soft (adj) 
software (n)
some (det & pron) 
somebody (pron) 
someone (pron) 
something (pron) 
sometimes (adv) 
somewhere (adv) 
son (n)
song (n) 
soon (adv) 
sorry (adj)
sort (n)
sound (v)
soup (n)
south (n, adj & adv)
space (n)
spare (adj)
speak (v)
speaker (n) 
special (adj) 
spell (v) 
spelling (n) 
spend (v)
spoon (n)
sport (n)
sports centre (n)
spring (n)
square (n & adj)
stadium (n) 
staff (n) 
stage (n) 
stairs (n pl) 
stamp (n)
stand (v)
star (n & v)
start (v) 
station (n) 
stay (v)
steak (n)
steal (v)
still (adv)
stomach (n) 
stomach ache (n) 
stop (n & v)
store (n) 
storm (n) 
story (n)
straight (adj & adv)
strange (adj)
strawberry (n)
street (n) 
striped (adj) 
stripes (n) 
strong (adj) 
student (n) 
studies (n pl) 
study (v) 
stuff (n)
subject (n)
success (n)
successful (adj) 
such (det) 
suddenly (adv) 
sugar (n) 
suggest (v) + ing
suit (n)
suitcase (n)
summer (n)
sun (n) 
sunglasses (n pl) 
sunny (adj) 
supermarket (n) 
supper (n) 
suppose (v)
sure (adj)
surf (v)
surfboard (n)
surfing (n) 
surname (n) 
surprise (n) 
surprised (adj) 
surprising (adj) 
sweater (n) 
sweet (n & adj) 
swim (v & n)
swimming (n)
swimming costume (n) (Br Eng) (Am Eng:
bathing suit) 
swimming pool (n) 
swimsuit (n)
table (n)
table tennis (n)
tablet (n)
take (v)
take off (phr v)
take part (v)
talk (n & v) 
tall (adj) 
tasty (adj) 
taxi (n)
tea (n) 
teach (v) 
teacher (n) 
team (n)
technology (n)
teenager (n) 
telephone (n & v) 
television (TV) (n) 
tell (v) 
temperature (n)
tennis (n)
tent (n)
term (n) 
terrible (adj) 
test (n)
text (n & v)
textbook (n)
text message (n) 
than (prep & conj) 
thank (v)
thanks (exclam) 
thank you (exclam) 
that (conj & pron) 
the (det)
theatre (n) (Br Eng) (Am Eng: theater) 
their (det)
theirs (pron)
them (pron) 
themselves (pron) 
then (adv)
there (adv)
these (det & pron)
they (pron) 
thin (adj) 
thing (n) 
think (v) 
thirsty (adj)
this (det & pron) 
those (det & pron) 
through (prep) 
throw (v) 
thunderstorm (n) 
ticket (n)
tidy (adj & v) 
tidy up (v)
tie (n)
tiger (n) 
tights (n pl) 
till (prep) 
time (n) 
timetable (n) 
tired (adj) 
title (n)
to (prep)
toast (n)
today (n & adv)
toe (n) 
together (adv) 
toilet (n) 
tomato (n)
tomorrow (n & adv
tonight (n & adv)
too (adv) 
tooth (n) 
toothache (n) 
toothbrush (n) 
top (n)
topic (n)
total (adj & n)
tour (n)
tour guide (n)
tourist (n)
tourist information centre (n)
towel (n) 
town (n) 
toy (n) 
traffic (n)
traffic light (n)
train (n)
train (transitive and intransitive) (v)
training (transitive and intransitive) (n)
trainer (n)
tram (n)
transport (n) 
travel (v) 
tree (n)
trip (n)
trouble (n) 
trousers (n pl) 
true (adj)
try (v)
try on (phr v)
T-shirt (n)
tune (music) (n)
turn (v)
turn off (phr v)
turn on (phr v)
twice (adv)
type (n)
tyre (n) (Am Eng: tire)
umbrella (n) 
uncle (n) 
under (prep)
underground (n & adj) 
understand (v) 
unfortunately (adj) 
unhappy (n)
uniform (n) 
university (n) 
until (prep) 
unusual (adj)
up (prep & adv) 
upload (v)
upset (adj) 
upstairs (adv) 
us (pron)
use (v) 
useful (adj) 
usual (adj) 
usually (adv)
v/versus (prep)
variety (n)
various (adj) 
vegetable (n) 
very (adv) 
video (n)
video game (n)
view (n) 
village (n) 
violin (n) 
visit (v) 
visit (n) 
visitor (n)
vocabulary (n)
volleyball (n)
wait (v) 
waiter (n) 
waitress (n) 
wake (v)
wake up (phr v)
walk (v & n)
walking (n)
wall (n) 
wallet (n) 
want (v) 
wardrobe (n) 
warm (adj) 
wash (v)
washing machine (n)
washing-up (n) 
wash up (phr v) 
watch (n & v) 
water (n)
way (n)
Do it this way.
we (pron) 
wear (v) 
weather (n) 
web (n)
web page (n) 
website (n) 
week (n) 
weekday (n) 
weekend (n)
weekly (adj & adv)
welcome (adj & exclam)
well (adv & adj) 
well known (adj) 
west (n, adj & adv) 
wet (adj)
whale (n)
what (det & pron)
wheel (n) 
when (adv) 
where (adv)
which (det & pron)
while (conj) 
white (adj) 
who (pron)
whole (adj & n)
whose (det & pron)
why (adv) 
wide (adj) 
wife (n) 
wifi (n) 
wild (adj)
wildlife (n)
will ('ll) (mv) 
win (v)
wind (n) 
window (n)
windsurfing (n) 
windy (adj) 
winner (n) 
winter (n)
wish (n)
with (prep)
without (prep) 
woman (n) 
wonderful (adj) 
wood (n) 
wooden (adj)
wool (n) 
word (n) 
work (n & v) 
worker (n)
work out (phr v)
world (n) 
worried (adj) 
worry (v)
worse (adj) 
worst (adj) 
would (mv) 
wow (exclam) 
write (v)
write down (phr v)
writer (n) 
writing (n) 
wrong (adj)
Yeah! (exclam)
year (n) 
yellow (adj) 
yes (adv)
yesterday (adv)
yet (adv)
yog(h)urt (n)
you (pron) 
young (adj) 
your (det) 
yours (pron) 
yourself (pron)
zero (n)
zoo (n)
